"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
ReBiosis,MCRBIO,20,$446.40
"Adrenal Cortex Extract",TACT,12,$233.64
"Circulation Accelerator",SCA,6,$167.04
"Lymph Liquescence",T16,4,$47.20
"Prostate Complex",TPRC,7,$150.36
Sunfiber®,MCFIB,12,$329.76
"Thyro Complex",THYC90,6,$115.44
"Weight Off",C65,3,$32.25
