"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Deep Blue Sleep",MCDBS,3,$71.04
"EstroMetab 2.0",MCEM,6,$101.34
ReBiosis,MCRBIO,6,$131.28
"Lipid Rescue",MCLR,2,$88.00
