"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"RenoCap Forté",MCKD,4,$108.72
QuiCalm,MCQC,1,$32.39
"S-Acetyl Glutathione",SSAG,1,$32.28
Adpt-CNS,MCADPT,2,$66.00
