"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
Adpt-CNS,MCADPT,4,$108.72
"Catecholamine Accelerator",SCAA,3,$74.91
"Pro NADH",SNADH,1,$33.35
ReBiosis,MCRBIO,3,$65.64
Sunfiber®,MCFIB,1,$26.94
