"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
TheAva,MCTVA,2,$66.54
"RenoCap Forté",MCKD,1,$26.65
QuiCalm,MCQC,4,$127.00
ReBiosis,MCRBIO,1,$21.88
