"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
QuiCalm,MCQC,10,$323.90
"Oligo Iron",OFE,3,$32.25
"Gut Brain Symbiotic",SGBB,10,$314.90
Sunfiber®,MCFIB,12,$329.76
"Adrenal Cortex Extract",TACT,12,$233.64
