"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
Sunfiber®,MCFIB,15,$404.10
ReBiosis,MCRBIO,15,$328.20
"Adrenal Cortex Extract",TACT,4,$75.60
