"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Collagen Complex",TCC,10,$299.30
ReBiosis,MCRBIO,12,$262.56
Sunfiber®,MCFIB,12,$323.28
QuiCalm,MCQC,6,$190.50
N-Acetyl-L-Cysteine,ANAC,6,$177.06
"Adrenal Cortex Extract",TACT,10,$189.00
