"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Thyro Complex",THYC90,1,$18.86
"Catecholamine Accelerator",SCAA,2,$49.94
ReBiosis,MCRBIO,4,$87.52
"Deep Blue Sleep",MCDBS,1,$23.68
"Pro NADH",SNADH,2,$66.70
