"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Catecholamine Accelerator",SCAA,3,$74.91
"Pro Multi Enzyme Complex",SMEC,3,$99.00
"Pro NADH",SNADH,2,$66.70
