"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Pro Flora Max+",SFMP,4,$121.52
"Clarify 4.0",MCCL,4,$91.40
ReBiosis,MCRBIO,7,$156.24
"Adpt-Cell Signal",MCAAE,4,$108.12
"Phase 3 Complete Detox",SP3D,8,$273.04
