"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Collagen Complex",TCC,24,$718.32
"Pro Flora Max+",SFMP,4,$121.52
"Thyro Complex",THYC90,4,$75.44
