"Product Name","Product SKU","Product Quantity","Product Price"
"Metabolic Elite Enhanced Health Water, Moroccan Honey, 16.9 fl oz - 12 Pack",MC-WATER-Moroccan-Honey-16.9fl-oz-12pk,5,$209.4
