"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Fatty Acid Assist",SFAA,4,$77.20
"Gluco-beta Stimulator Plus",SGBS+,4,$109.92
Sunfiber®,MCFIB,8,$215.52
"Stop Inflammation",STOP,2,$43.26
"Circulation Accelerator",SCA,2,$54.58
