"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Pro Multi Enzyme Complex",SMEC,1,$33.66
"Gluco-beta Stimulator Plus",SGBS+,1,$28.03
Sunfiber®,MCFIB,2,$54.96
"True Chelate Magnesium",MMG,2,$40.62
"Deep Blue Sleep",MCDBS,3,$72.45
