"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
Adpt-CNS,MCADPT,4,$108.72
QuiCalm,MCQC,4,$127.00
Sunfiber®,MCFIB,6,$161.64
