"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Lipid Rescue",MCLR,2,$94.04
"Eco Adrenal 200",TEAD-2,1,$19.43
B-Specific,SBS,1,$23.36
Selenometh-Iodide,MSEM+,1,$11.31
