"Store Name: Metabolic Code"
"Website Address: 1271 Ida St., Cincinnati, OH 45202, US"
"Product Name","Product SKU","Product Quantity","Product Price"
"Immuno Complex",TIMC,6,$100.62
"BH4 Assist",SBH4,5,$133.25
"Adrenal Complex",TACLG,6,$114.06
QuiCalm,MCQC,12,$388.68
ReBiosis,MCRBIO,12,$267.84
"Pro Flora Max+",SFMP,3,$92.97
"Gut Brain Symbiotic",SGBB,12,$377.88
